,date,rates
MGA,2022-04-28,4279.090212
MKD,2022-04-28,61.482672
MMK,2022-04-28,1960.3241
MNT,2022-04-28,3149.701959
MOP,2022-04-28,8.557637
MRO,2022-04-28,375.457236
MUR,2022-04-28,45.534085
MVR,2022-04-28,16.20314
MWK,2022-04-28,864.630633
MXN,2022-04-28,21.515387
MYR,2022-04-28,4.588604
MZN,2022-04-28,67.130209
NAD,2022-04-28,15.586618
NGN,2022-04-28,436.898111
NIO,2022-04-28,37.921824
NOK,2022-04-28,9.838678
NPR,2022-04-28,129.717811
NZD,2022-04-28,1.618887
OMR,2022-04-28,0.404811
PAB,2022-04-28,1.058811
PEN,2022-04-28,4.049584
PGK,2022-04-28,3.731646
PHP,2022-04-28,54.979802
PKR,2022-04-28,196.535333
PLN,2022-04-28,4.709386
PYG,2022-04-28,7238.682692
QAR,2022-04-28,3.8292
RON,2022-04-28,4.949829
RSD,2022-04-28,117.664557
RUB,2022-04-28,76.824058
RWF,2022-04-28,1085.463781
SAR,2022-04-28,3.9448369999999997
SBD,2022-04-28,8.464432
SCR,2022-04-28,14.510261
SDG,2022-04-28,470.11047
SEK,2022-04-28,10.379194
SGD,2022-04-28,1.4584679999999999
SHP,2022-04-28,1.448614
SLL,2022-04-28,13067.390543
SOS,2022-04-28,608.935339
SRD,2022-04-28,21.879598
STD,2022-04-28,21768.096577
SVC,2022-04-28,9.264883
SYP,2022-04-28,2642.346766
SZL,2022-04-28,16.808563
THB,2022-04-28,36.241445
TJS,2022-04-28,13.181679
TMT,2022-04-28,3.680955
TND,2022-04-28,3.219785
TOP,2022-04-28,2.425331
TRY,2022-04-28,15.59032
TTD,2022-04-28,7.193848
TWD,2022-04-28,31.079038
TZS,2022-04-28,2444.154028
UAH,2022-04-28,32.028266
UGX,2022-04-28,3769.251686
USD,2022-04-28,1.051701
UYU,2022-04-28,43.107401
UZS,2022-04-28,11881.557596
VEF,2022-04-28,224885554258.8501
VND,2022-04-28,24149.694478
VUV,2022-04-28,118.402285
WST,2022-04-28,2.719113
XAF,2022-04-28,654.53581
XAG,2022-04-28,0.045619
XAU,2022-04-28,0.000561
XCD,2022-04-28,2.842276
XDR,2022-04-28,0.7824089999999999
XOF,2022-04-28,654.542021
XPF,2022-04-28,118.224762
YER,2022-04-28,263.188275
ZAR,2022-04-28,16.776941
ZMK,2022-04-28,9466.643376
ZMW,2022-04-28,18.025461
ZWL,2022-04-28,338.647437
AED,2022-04-27,3.876873
AFN,2022-04-27,91.289398
ALL,2022-04-27,119.584578
AMD,2022-04-27,485.497551
ANG,2022-04-27,1.903779
AOA,2022-04-27,431.122402
ARS,2022-04-27,121.419963
AUD,2022-04-27,1.481297
AWG,2022-04-27,1.900385
AZN,2022-04-27,1.795648
BAM,2022-04-27,1.9470969999999999
BBD,2022-04-27,2.132854
BDT,2022-04-27,91.342459
BGN,2022-04-27,1.955763
BHD,2022-04-27,0.397972
BIF,2022-04-27,2124.145635
BMD,2022-04-27,1.055476
BND,2022-04-27,1.45585
BOB,2022-04-27,7.272541
BRL,2022-04-27,5.240544
BSD,2022-04-27,1.056372
BTC,2022-04-27,2.6905766000000003e-05
BTN,2022-04-27,80.882569
BWP,2022-04-27,12.7576
BYN,2022-04-27,3.553064
BYR,2022-04-27,20687.331401
BZD,2022-04-27,2.12927
CAD,2022-04-27,1.352751
CDF,2022-04-27,2123.618215
CHF,2022-04-27,1.022471
CLF,2022-04-27,0.032396999999999995
CLP,2022-04-27,893.93574
CNY,2022-04-27,6.924452
COP,2022-04-27,4182.144583
CRC,2022-04-27,699.021447
CUC,2022-04-27,1.055476
CUP,2022-04-27,27.970116
CVE,2022-04-27,109.55738
CZK,2022-04-27,24.523882
DJF,2022-04-27,187.579116
DKK,2022-04-27,7.440801
DOP,2022-04-27,58.159651
DZD,2022-04-27,152.660937
EGP,2022-04-27,19.528209
ERN,2022-04-27,15.832143
ETB,2022-04-27,54.177369
EUR,2022-04-27,1.0
FJD,2022-04-27,2.287586
FKP,2022-04-27,0.811283
GBP,2022-04-27,0.841595
GEL,2022-04-27,3.213882
GGP,2022-04-27,0.811283
GHS,2022-04-27,7.942442
GIP,2022-04-27,0.811283
GMD,2022-04-27,56.792571
GNF,2022-04-27,9327.76044
GTQ,2022-04-27,8.090413999999999
GYD,2022-04-27,221.000884
HKD,2022-04-27,8.281846
HNL,2022-04-27,25.796016
HRK,2022-04-27,7.58866
HTG,2022-04-27,115.140674
HUF,2022-04-27,378.166592
IDR,2022-04-27,15249.043611
ILS,2022-04-27,3.5030989999999997
IMP,2022-04-27,0.811283
INR,2022-04-27,80.714842
IQD,2022-04-27,1540.995094
IRR,2022-04-27,44646.638288
ISK,2022-04-27,137.792657
JEP,2022-04-27,0.811283
JMD,2022-04-27,163.338092
JOD,2022-04-27,0.748301
JPY,2022-04-27,135.520495
KES,2022-04-27,122.171598
KGS,2022-04-27,88.797416
KHR,2022-04-27,4269.400445
KMF,2022-04-27,487.629974
KPW,2022-04-27,949.928608
KRW,2022-04-27,1336.670716
KWD,2022-04-27,0.32329199999999997
KYD,2022-04-27,0.880339
KZT,2022-04-27,472.132442
LAK,2022-04-27,12810.840026
LBP,2022-04-27,1613.69731
LKR,2022-04-27,375.006918
LRD,2022-04-27,160.379116
LSL,2022-04-27,15.641893
LTL,2022-04-27,3.116547
LVL,2022-04-27,0.638446
LYD,2022-04-27,5.008199
MAD,2022-04-27,10.542887
MDL,2022-04-27,19.526223
MGA,2022-04-27,4221.904096
MKD,2022-04-27,61.613604
MMK,2022-04-27,1955.716215
MNT,2022-04-27,3161.006504
MOP,2022-04-27,8.538328
MRO,2022-04-27,376.804783
MUR,2022-04-27,44.963656
MVR,2022-04-27,16.260694
MWK,2022-04-27,856.515903
MXN,2022-04-27,21.518312
MYR,2022-04-27,4.602031
MZN,2022-04-27,67.371214
NAD,2022-04-27,15.642286
NGN,2022-04-27,438.466166
NIO,2022-04-27,37.733226
NOK,2022-04-27,9.849855999999999
NPR,2022-04-27,129.411672
NZD,2022-04-27,1.6135220000000001
OMR,2022-04-27,0.406402
PAB,2022-04-27,1.056372
PEN,2022-04-27,4.040377
PGK,2022-04-27,3.699442
PHP,2022-04-27,55.212266
PKR,2022-04-27,195.843276
PLN,2022-04-27,4.70851
PYG,2022-04-27,7221.770214
QAR,2022-04-27,3.8429729999999998
RON,2022-04-27,4.94765
RSD,2022-04-27,117.674607
RUB,2022-04-27,77.973331
RWF,2022-04-27,1080.807518
SAR,2022-04-27,3.958843
SBD,2022-04-27,8.494812
SCR,2022-04-27,15.308928
SDG,2022-04-27,471.797357
SEK,2022-04-27,10.385083
SGD,2022-04-27,1.457449
SHP,2022-04-27,1.453809
SLL,2022-04-27,13114.290268
SOS,2022-04-27,611.120661
SRD,2022-04-27,21.958128
STD,2022-04-27,21846.224104
SVC,2022-04-27,9.243629
SYP,2022-04-27,2651.83037
SZL,2022-04-27,15.641945
THB,2022-04-27,36.264035
TJS,2022-04-27,13.151315
TMT,2022-04-27,3.694166
TND,2022-04-27,3.231341
TOP,2022-04-27,2.43013
TRY,2022-04-27,15.636667
TTD,2022-04-27,7.177277
TWD,2022-04-27,31.020128
TZS,2022-04-27,2453.981738
UAH,2022-04-27,31.953884
UGX,2022-04-27,3760.533658
USD,2022-04-27,1.055476
UYU,2022-04-27,43.006685
UZS,2022-04-27,11860.914439
VEF,2022-04-27,225692687395.47382
VND,2022-04-27,24242.174878
VUV,2022-04-27,118.827241
WST,2022-04-27,2.728872
XAF,2022-04-27,653.018869
XAG,2022-04-27,0.045236
XAU,2022-04-27,0.0005600000000000001
XCD,2022-04-27,2.852477
XDR,2022-04-27,0.780588
XOF,2022-04-27,647.538111
XPF,2022-04-27,118.622897
YER,2022-04-27,264.132573
ZAR,2022-04-27,16.780861
ZMK,2022-04-27,9500.554514
ZMW,2022-04-27,17.98394
ZWL,2022-04-27,339.862871
AED,2022-04-26,3.90938
AFN,2022-04-26,92.068057
ALL,2022-04-26,118.662209
AMD,2022-04-26,492.932546
ANG,2022-04-26,1.920125
AOA,2022-04-26,430.156736
ARS,2022-04-26,122.230999
AUD,2022-04-26,1.489821
AWG,2022-04-26,1.915791
AZN,2022-04-26,1.8072840000000001
BAM,2022-04-26,1.948649
BBD,2022-04-26,2.151173
BDT,2022-04-26,92.12991
BGN,2022-04-26,1.957008
BHD,2022-04-26,0.401316
BIF,2022-04-26,2141.42805
BMD,2022-04-26,1.064328
BND,2022-04-26,1.4632079999999998
BOB,2022-04-26,7.32461
BRL,2022-04-26,5.320892
BSD,2022-04-26,1.065374
BTC,2022-04-26,2.790913e-05
BTN,2022-04-26,81.607684
BWP,2022-04-26,12.766855
BYN,2022-04-26,3.58444
BYR,2022-04-26,20860.829909
BZD,2022-04-26,2.147487
CAD,2022-04-26,1.363058
CDF,2022-04-26,2141.427878
CHF,2022-04-26,1.024192
CLF,2022-04-26,0.032667
CLP,2022-04-26,901.390176
CNY,2022-04-26,6.979117
COP,2022-04-26,4196.954182
CRC,2022-04-26,705.0121
CUC,2022-04-26,1.064328
CUP,2022-04-26,28.204693
CVE,2022-04-26,109.146549
CZK,2022-04-26,24.57109
DJF,2022-04-26,189.152236
DKK,2022-04-26,7.440685
DOP,2022-04-26,58.698111
DZD,2022-04-26,153.752439
EGP,2022-04-26,19.70848
ERN,2022-04-26,15.964923
ETB,2022-04-26,54.60678
EUR,2022-04-26,1.0
FJD,2022-04-26,2.302777
FKP,2022-04-26,0.818087
GBP,2022-04-26,0.845954
GEL,2022-04-26,3.230246
GGP,2022-04-26,0.818087
GHS,2022-04-26,8.009048
GIP,2022-04-26,0.818087
GMD,2022-04-26,57.340677
GNF,2022-04-26,9440.589761
GTQ,2022-04-26,8.159832
GYD,2022-04-26,222.898641
HKD,2022-04-26,8.350356
HNL,2022-04-26,26.028114
HRK,2022-04-26,7.5602409999999995
HTG,2022-04-26,116.12808
HUF,2022-04-26,377.206371
IDR,2022-04-26,15360.914676
ILS,2022-04-26,3.522809
IMP,2022-04-26,0.818087
INR,2022-04-26,81.734382
IQD,2022-04-26,1553.918963
IRR,2022-04-26,45074.293241
ISK,2022-04-26,138.372936
JEP,2022-04-26,0.818087
JMD,2022-04-26,164.757884
JOD,2022-04-26,0.7546
JPY,2022-04-26,135.465588
KES,2022-04-26,123.32401
KGS,2022-04-26,89.613759
KHR,2022-04-26,4299.885554
KMF,2022-04-26,485.759181
KPW,2022-04-26,957.895378
KRW,2022-04-26,1341.915102
KWD,2022-04-26,0.325474
KYD,2022-04-26,0.887828
KZT,2022-04-26,480.868049
LAK,2022-04-26,12771.936661
LBP,2022-04-26,1614.060249
LKR,2022-04-26,367.561173
LRD,2022-04-26,161.591606
LSL,2022-04-26,16.645822
LTL,2022-04-26,3.142684
LVL,2022-04-26,0.643802
LYD,2022-04-26,5.012879
MAD,2022-04-26,10.484673
MDL,2022-04-26,19.6663
MGA,2022-04-26,4257.312198
MKD,2022-04-26,61.630812
MMK,2022-04-26,1972.577248
MNT,2022-04-26,3187.516927
MOP,2022-04-26,8.610172
MRO,2022-04-26,379.964933
MUR,2022-04-26,45.98609
MVR,2022-04-26,16.44385
MWK,2022-04-26,868.491326
MXN,2022-04-26,21.698285
MYR,2022-04-26,4.60319
MZN,2022-04-26,67.936221
NAD,2022-04-26,16.646249
NGN,2022-04-26,442.207137
NIO,2022-04-26,38.070767
NOK,2022-04-26,9.837373
NPR,2022-04-26,130.571856
NZD,2022-04-26,1.6190820000000001
OMR,2022-04-26,0.409786
PAB,2022-04-26,1.065374
PEN,2022-04-26,4.009854
PGK,2022-04-26,3.7360949999999997
PHP,2022-04-26,55.861217
PKR,2022-04-26,199.827487
PLN,2022-04-26,4.722726
PYG,2022-04-26,7272.302287
QAR,2022-04-26,3.875207
RON,2022-04-26,4.94423
RSD,2022-04-26,117.666819
RUB,2022-04-26,79.02646
RWF,2022-04-26,1088.275438
SAR,2022-04-26,3.992249
SBD,2022-04-26,8.531722
SCR,2022-04-26,13.85811
SDG,2022-04-26,476.290806
SEK,2022-04-26,10.474196
SGD,2022-04-26,1.466389
SHP,2022-04-26,1.466006
SLL,2022-04-26,13240.241261
SOS,2022-04-26,614.65579
SRD,2022-04-26,22.092265
STD,2022-04-26,22029.441901
SVC,2022-04-26,9.321651
SYP,2022-04-26,2674.070484
SZL,2022-04-26,16.645904
THB,2022-04-26,36.491017
TJS,2022-04-26,13.269503
TMT,2022-04-26,3.725148
TND,2022-04-26,3.223051
TOP,2022-04-26,2.442629
TRY,2022-04-26,15.755727
TTD,2022-04-26,7.2459
TWD,2022-04-26,31.201735
TZS,2022-04-26,2475.976159
UAH,2022-04-26,32.228544
UGX,2022-04-26,3776.782929
USD,2022-04-26,1.064328
UYU,2022-04-26,42.684711
UZS,2022-04-26,12000.298512
VEF,2022-04-26,227585504974.83682
VND,2022-04-26,24450.276279
VUV,2022-04-26,119.82381
WST,2022-04-26,2.7517579999999997
XAF,2022-04-26,653.548738
XAG,2022-04-26,0.045090000000000005
XAU,2022-04-26,0.000558
XCD,2022-04-26,2.8764000000000003
XDR,2022-04-26,0.787199
XOF,2022-04-26,645.498044
XPF,2022-04-26,118.140438
YER,2022-04-26,266.348119
ZAR,2022-04-26,16.880135
ZMK,2022-04-26,9580.226633
ZMW,2022-04-26,18.11166
ZWL,2022-04-26,342.7132
AED,2022-04-25,3.935308
AFN,2022-04-25,93.745
ALL,2022-04-25,119.406199
AMD,2022-04-25,499.823666
ANG,2022-04-25,1.9309100000000001
AOA,2022-04-25,433.009525
ARS,2022-04-25,122.873268
AUD,2022-04-25,1.492567
AWG,2022-04-25,1.928496
AZN,2022-04-25,1.821901
BAM,2022-04-25,1.954018
BBD,2022-04-25,2.163294
BDT,2022-04-25,92.380749
BGN,2022-04-25,1.954679
BHD,2022-04-25,0.403968
BIF,2022-04-25,2155.629974
BMD,2022-04-25,1.071387
BND,2022-04-25,1.4737339999999999
BOB,2022-04-25,7.355081
BRL,2022-04-25,5.225905
BSD,2022-04-25,1.071407
BTC,2022-04-25,2.6482981000000002e-05
BTN,2022-04-25,82.059019
BWP,2022-04-25,12.861975
BYN,2022-04-25,3.60266
BYR,2022-04-25,20999.178671
BZD,2022-04-25,2.159598
CAD,2022-04-25,1.364534
CDF,2022-04-25,2157.772535
CHF,2022-04-25,1.0267789999999999
CLF,2022-04-25,0.032806
CLP,2022-04-25,905.225134
CNY,2022-04-25,7.027654
COP,2022-04-25,4217.513614
CRC,2022-04-25,704.556772
CUC,2022-04-25,1.071387
CUP,2022-04-25,28.391747
CVE,2022-04-25,109.386066
CZK,2022-04-25,24.374142
DJF,2022-04-25,190.407224
DKK,2022-04-25,7.438627
DOP,2022-04-25,59.076873
DZD,2022-04-25,154.586212
EGP,2022-04-25,19.880938
ERN,2022-04-25,16.070802
ETB,2022-04-25,54.929737
EUR,2022-04-25,1.0
FJD,2022-04-25,2.308627
FKP,2022-04-25,0.8235129999999999
GBP,2022-04-25,0.840996
GEL,2022-04-25,3.246463
GGP,2022-04-25,0.8235129999999999
GHS,2022-04-25,8.062149
GIP,2022-04-25,0.8235129999999999
GMD,2022-04-25,57.667356
GNF,2022-04-25,9460.344482
GTQ,2022-04-25,8.205792
GYD,2022-04-25,224.152178
HKD,2022-04-25,8.407385
HNL,2022-04-25,26.184521
HRK,2022-04-25,7.563776
HTG,2022-04-25,116.781726
HUF,2022-04-25,372.478478
IDR,2022-04-25,15515.286016
ILS,2022-04-25,3.529957
IMP,2022-04-25,0.8235129999999999
INR,2022-04-25,81.991132
IQD,2022-04-25,1564.760227
IRR,2022-04-25,45373.225433
ISK,2022-04-25,138.60509
JEP,2022-04-25,0.8235129999999999
JMD,2022-04-25,165.64742
JOD,2022-04-25,0.7599300000000001
JPY,2022-04-25,136.866969
KES,2022-04-25,123.962864
KGS,2022-04-25,89.021409
KHR,2022-04-25,4328.402384
KMF,2022-04-25,492.410696
KPW,2022-04-25,964.248128
KRW,2022-04-25,1339.45807
KWD,2022-04-25,0.327522
KYD,2022-04-25,0.892872
KZT,2022-04-25,481.550274
LAK,2022-04-25,12891.458032
LBP,2022-04-25,1625.293956
LKR,2022-04-25,364.273365
LRD,2022-04-25,162.42525
LSL,2022-04-25,16.820133
LTL,2022-04-25,3.163526
LVL,2022-04-25,0.648071
LYD,2022-04-25,5.083731
MAD,2022-04-25,10.636189
MDL,2022-04-25,19.747391
MGA,2022-04-25,4290.903546
MKD,2022-04-25,61.619409
MMK,2022-04-25,1983.681735
MNT,2022-04-25,3208.656499
MOP,2022-04-25,8.659771
MRO,2022-04-25,382.484856
MUR,2022-04-25,45.957793
MVR,2022-04-25,16.552618
MWK,2022-04-25,869.432107
MXN,2022-04-25,21.673721
MYR,2022-04-25,4.668565
MZN,2022-04-25,68.386672
NAD,2022-04-25,16.686836
NGN,2022-04-25,444.17579
NIO,2022-04-25,38.302517
NOK,2022-04-25,9.771143
NPR,2022-04-25,131.294271
NZD,2022-04-25,1.618929
OMR,2022-04-25,0.41249
PAB,2022-04-25,1.071407
PEN,2022-04-25,4.036946
PGK,2022-04-25,3.760829
PHP,2022-04-25,56.310476
PKR,2022-04-25,200.268965
PLN,2022-04-25,4.642311
PYG,2022-04-25,7321.91151
QAR,2022-04-25,3.900875
RON,2022-04-25,4.946488
RSD,2022-04-25,117.605824
RUB,2022-04-25,81.184285
RWF,2022-04-25,1097.099947
SAR,2022-04-25,4.017467
SBD,2022-04-25,8.584917
SCR,2022-04-25,14.846517
SDG,2022-04-25,478.909559
SEK,2022-04-25,10.406743
SGD,2022-04-25,1.471817
SHP,2022-04-25,1.475724
SLL,2022-04-25,13333.407055
SOS,2022-04-25,621.403782
SRD,2022-04-25,22.213037
STD,2022-04-25,22175.540883
SVC,2022-04-25,9.375308
SYP,2022-04-25,2691.804886
SZL,2022-04-25,16.816784
THB,2022-04-25,36.531055
TJS,2022-04-25,13.344228
TMT,2022-04-25,3.760567
TND,2022-04-25,3.238269
TOP,2022-04-25,2.437514
TRY,2022-04-25,15.831771
TTD,2022-04-25,7.271958
TWD,2022-04-25,31.293814
TZS,2022-04-25,2489.902706
UAH,2022-04-25,32.409651
UGX,2022-04-25,3776.698445
USD,2022-04-25,1.071387
UYU,2022-04-25,43.011122
UZS,2022-04-25,12058.456605
VEF,2022-04-25,229094849185.76025
VND,2022-04-25,24625.286845
VUV,2022-04-25,120.61848
WST,2022-04-25,2.770008
XAF,2022-04-25,655.367729
XAG,2022-04-25,0.045222
XAU,2022-04-25,0.0005639999999999999
XCD,2022-04-25,2.895476
XDR,2022-04-25,0.787692
XOF,2022-04-25,654.100891
XPF,2022-04-25,119.687664
YER,2022-04-25,268.114435
ZAR,2022-04-25,16.824038
ZMK,2022-04-25,9643.770257
ZMW,2022-04-25,18.133288
ZWL,2022-04-25,344.98607
AED,2022-04-24,3.97073
AFN,2022-04-24,94.0788
ALL,2022-04-24,120.3471
AMD,2022-04-24,509.691218
ANG,2022-04-24,1.953636
AOA,2022-04-24,436.922777
ARS,2022-04-24,123.419852
AUD,2022-04-24,1.494254
AWG,2022-04-24,1.946465
AZN,2022-04-24,1.842755
BAM,2022-04-24,1.96018
BBD,2022-04-24,2.188658
BDT,2022-04-24,93.467143
BGN,2022-04-24,1.960351
BHD,2022-04-24,0.408607
BIF,2022-04-24,2225.439179
BMD,2022-04-24,1.081069
BND,2022-04-24,1.480686
BOB,2022-04-24,7.45244
BRL,2022-04-24,5.185563
BSD,2022-04-24,1.084006
BTC,2022-04-24,2.7394086e-05
BTN,2022-04-24,82.763888
BWP,2022-04-24,12.889507
BYN,2022-04-24,3.64499
BYR,2022-04-24,21188.959149
BZD,2022-04-24,2.18505
CAD,2022-04-24,1.375299
CDF,2022-04-24,2175.111431
CHF,2022-04-24,1.033285
CLF,2022-04-24,0.032803
CLP,2022-04-24,905.125462
CNY,2022-04-24,7.028354
COP,2022-04-24,4168.614202
CRC,2022-04-24,712.842094
CUC,2022-04-24,1.081069
CUP,2022-04-24,28.648338
CVE,2022-04-24,110.510268
CZK,2022-04-24,24.338977
DJF,2022-04-24,192.978299
DKK,2022-04-24,7.438948
DOP,2022-04-24,59.598273
DZD,2022-04-24,155.679518
EGP,2022-04-24,20.058049
ERN,2022-04-24,16.216042
ETB,2022-04-24,55.849854
EUR,2022-04-24,1.0
FJD,2022-04-24,2.293381
FKP,2022-04-24,0.830955
GBP,2022-04-24,0.842591
GEL,2022-04-24,3.281027
GGP,2022-04-24,0.830955
GHS,2022-04-24,8.157004
GIP,2022-04-24,0.830955
GMD,2022-04-24,58.242633
GNF,2022-04-24,9635.585388
GTQ,2022-04-24,8.303329
GYD,2022-04-24,226.783327
HKD,2022-04-24,8.482616
HNL,2022-04-24,26.605048
HRK,2022-04-24,7.575024
HTG,2022-04-24,118.155236
HUF,2022-04-24,371.178135
IDR,2022-04-24,15520.912576
ILS,2022-04-24,3.5339400000000003
IMP,2022-04-24,0.830955
INR,2022-04-24,82.662616
IQD,2022-04-24,1582.101344
IRR,2022-04-24,45783.286726
ISK,2022-04-24,139.198604
JEP,2022-04-24,0.830955
JMD,2022-04-24,167.899639
JOD,2022-04-24,0.7664829999999999
JPY,2022-04-24,139.034704
KES,2022-04-24,125.073074
KGS,2022-04-24,87.420778
KHR,2022-04-24,4382.526657
KMF,2022-04-24,493.396865
KPW,2022-04-24,972.962539
KRW,2022-04-24,1345.023473
KWD,2022-04-24,0.33037099999999997
KYD,2022-04-24,0.9033049999999999
KZT,2022-04-24,481.348313
LAK,2022-04-24,13000.25299
LBP,2022-04-24,1639.238154
LKR,2022-04-24,363.137053
LRD,2022-04-24,164.133389
LSL,2022-04-24,16.90822
LTL,2022-04-24,3.192117
LVL,2022-04-24,0.653928
LYD,2022-04-24,5.106133
MAD,2022-04-24,10.636707
MDL,2022-04-24,20.010512
MGA,2022-04-24,4382.035567
MKD,2022-04-24,61.752054
MMK,2022-04-24,2007.009091
MNT,2022-04-24,3237.654794
MOP,2022-04-24,8.760243
MRO,2022-04-24,385.94157
MUR,2022-04-24,46.38714
MVR,2022-04-24,16.702639
MWK,2022-04-24,885.571453
MXN,2022-04-24,21.888406
MYR,2022-04-24,4.67562
MZN,2022-04-24,69.004305
NAD,2022-04-24,16.907689
NGN,2022-04-24,449.270601
NIO,2022-04-24,38.81214
NOK,2022-04-24,9.671029
NPR,2022-04-24,132.421899
NZD,2022-04-24,1.63196
OMR,2022-04-24,0.416149
PAB,2022-04-24,1.084006
PEN,2022-04-24,4.051993
PGK,2022-04-24,3.8195769999999998
PHP,2022-04-24,56.669318
PKR,2022-04-24,201.893286
PLN,2022-04-24,4.645476
PYG,2022-04-24,7399.221963
QAR,2022-04-24,3.936154
RON,2022-04-24,4.929461
RSD,2022-04-24,117.937753
RUB,2022-04-24,83.647744
RWF,2022-04-24,1103.809815
SAR,2022-04-24,4.054659
SBD,2022-04-24,8.665921
SCR,2022-04-24,15.595613
SDG,2022-04-24,483.783547
SEK,2022-04-24,10.293985
SGD,2022-04-24,1.480995
SHP,2022-04-24,1.489064
SLL,2022-04-24,13448.503187
SOS,2022-04-24,622.696262
SRD,2022-04-24,22.414348
STD,2022-04-24,22375.952757
SVC,2022-04-24,9.485051
SYP,2022-04-24,2716.132124
SZL,2022-04-24,16.785554
THB,2022-04-24,36.716901
TJS,2022-04-24,13.555285
TMT,2022-04-24,3.783743
TND,2022-04-24,3.255644
TOP,2022-04-24,2.459545
TRY,2022-04-24,15.948045
TTD,2022-04-24,7.3575289999999995
TWD,2022-04-24,31.703449
TZS,2022-04-24,2510.243333
UAH,2022-04-24,31.869331
UGX,2022-04-24,3818.87568
USD,2022-04-24,1.081069
UYU,2022-04-24,44.243194
UZS,2022-04-24,12206.040301
VEF,2022-04-24,231165298258.69016
VND,2022-04-24,24829.460166
VUV,2022-04-24,121.708572
WST,2022-04-24,2.795042
XAF,2022-04-24,657.416081
XAG,2022-04-24,0.044801999999999995
XAU,2022-04-24,0.0005589999999999999
XCD,2022-04-24,2.9216439999999997
XDR,2022-04-24,0.793261
XOF,2022-04-24,657.416081
XPF,2022-04-24,119.99882
YER,2022-04-24,270.537846
ZAR,2022-04-24,16.86959
ZMK,2022-04-24,9730.915531
ZMW,2022-04-24,18.238178
ZWL,2022-04-24,348.103888
AED,2022-04-23,3.966719
AFN,2022-04-23,93.980211
ALL,2022-04-23,120.220983
AMD,2022-04-23,509.15709
ANG,2022-04-23,1.9515889999999998
AOA,2022-04-23,436.464998
ARS,2022-04-23,123.537473
AUD,2022-04-23,1.491831
AWG,2022-04-23,1.944426
AZN,2022-04-23,1.840179
BAM,2022-04-23,1.958126
BBD,2022-04-23,2.186364
BDT,2022-04-23,93.369194
BGN,2022-04-23,1.9582959999999998
