,date,rates
GTQ,2022-03-01,8.591717
GYD,2022-03-01,232.759989
HKD,2022-03-01,8.701144
HNL,2022-03-01,27.404547
HRK,2022-03-01,7.571719
HTG,2022-03-01,116.452646
HUF,2022-03-01,376.927254
IDR,2022-03-01,16064.008863
ILS,2022-03-01,3.587631
IMP,2022-03-01,0.810375
INR,2022-03-01,84.390347
IQD,2022-03-01,1624.306227
IRR,2022-03-01,47063.721675
ISK,2022-03-01,142.232208
JEP,2022-03-01,0.810376
JMD,2022-03-01,172.502558
JOD,2022-03-01,0.789281
JPY,2022-03-01,127.838543
KES,2022-03-01,126.702153
KGS,2022-03-01,105.70951
KHR,2022-03-01,4525.101311
KMF,2022-03-01,488.672136
KPW,2022-03-01,1001.948127
KRW,2022-03-01,1341.914416
KWD,2022-03-01,0.337267
KYD,2022-03-01,0.927427
KZT,2022-03-01,544.911567
LAK,2022-03-01,12745.882429
LBP,2022-03-01,1682.77205
LKR,2022-03-01,224.556377
LRD,2022-03-01,171.722852
LSL,2022-03-01,17.012527
LTL,2022-03-01,3.287213
LVL,2022-03-01,0.6734089999999999
LYD,2022-03-01,5.136594
MAD,2022-03-01,10.635079
MDL,2022-03-01,20.478234
MGA,2022-03-01,4440.613997
MKD,2022-03-01,61.693719
MMK,2022-03-01,1978.94252
MNT,2022-03-01,3182.666701
MOP,2022-03-01,8.96
MRO,2022-03-01,397.439163
MUR,2022-03-01,48.430468
MVR,2022-03-01,17.199632
MWK,2022-03-01,903.704932
MXN,2022-03-01,22.988359
MYR,2022-03-01,4.667914
MZN,2022-03-01,71.060193
NAD,2022-03-01,17.138417
NGN,2022-03-01,463.22263
NIO,2022-03-01,39.793165
NOK,2022-03-01,9.891848
NPR,2022-03-01,134.80002
NZD,2022-03-01,1.645872
OMR,2022-03-01,0.42861499999999997
PAB,2022-03-01,1.112962
PEN,2022-03-01,4.2142
PGK,2022-03-01,3.907732
PHP,2022-03-01,57.283581
PKR,2022-03-01,197.768016
PLN,2022-03-01,4.740728
PYG,2022-03-01,7783.791677
QAR,2022-03-01,4.053467
RON,2022-03-01,4.949959
RSD,2022-03-01,117.69354
RUB,2022-03-01,120.806538
RWF,2022-03-01,1128.427087
SAR,2022-03-01,4.176201
SBD,2022-03-01,8.996202
SCR,2022-03-01,16.030919
SDG,2022-03-01,495.407731
SEK,2022-03-01,10.728926
SGD,2022-03-01,1.51149
SHP,2022-03-01,1.5334249999999998
SLL,2022-03-01,13030.889596
SOS,2022-03-01,650.1525
SRD,2022-03-01,22.779873
STD,2022-03-01,23042.555207
SVC,2022-03-01,9.738459
SYP,2022-03-01,2796.547812
SZL,2022-03-01,17.141962
THB,2022-03-01,36.426466
TJS,2022-03-01,12.559516
TMT,2022-03-01,3.896464
TND,2022-03-01,3.241299
TOP,2022-03-01,2.539215
TRY,2022-03-01,15.49145
TTD,2022-03-01,7.548542
TWD,2022-03-01,31.236616
TZS,2022-03-01,2577.232824
UAH,2022-03-01,33.444075
UGX,2022-03-01,3928.645291
USD,2022-03-01,1.113276
UYU,2022-03-01,47.355225
UZS,2022-03-01,12101.17315
VEF,2022-03-01,238051948216.95007
VND,2022-03-01,25402.163778
VUV,2022-03-01,126.547601
WST,2022-03-01,2.908257
XAF,2022-03-01,653.237612
XAG,2022-03-01,0.049437999999999996
XAU,2022-03-01,0.000616
XCD,2022-03-01,3.008682
XDR,2022-03-01,0.797854
XOF,2022-03-01,653.237612
XPF,2022-03-01,118.758686
YER,2022-03-01,278.597266
ZAR,2022-03-01,17.156967
ZMK,2022-03-01,10020.809906
ZMW,2022-03-01,19.815808
ZWL,2022-03-01,358.474258
AED,2022-02-01,4.140576
AFN,2022-02-01,112.41698
ALL,2022-02-01,121.576036
AMD,2022-02-01,544.535955
ANG,2022-02-01,2.031917
AOA,2022-02-01,593.469347
ARS,2022-02-01,118.487235
AUD,2022-02-01,1.580326
AWG,2022-02-01,2.02965
AZN,2022-02-01,1.917885
BAM,2022-02-01,1.955995
BBD,2022-02-01,2.276443
BDT,2022-02-01,96.93083
BGN,2022-02-01,1.958126
BHD,2022-02-01,0.425047
BIF,2022-02-01,2272.576588
BMD,2022-02-01,1.12727
BND,2022-02-01,1.521162
BOB,2022-02-01,7.762327
BRL,2022-02-01,5.936425
BSD,2022-02-01,1.12742
BTC,2022-02-01,2.9110404000000003e-05
BTN,2022-02-01,84.279382
BWP,2022-02-01,13.018887
BYN,2022-02-01,2.918246
BYR,2022-02-01,22094.494608
BZD,2022-02-01,2.272542
CAD,2022-02-01,1.4304489999999999
CDF,2022-02-01,2269.756845
CHF,2022-02-01,1.038339
CLF,2022-02-01,0.032797
CLP,2022-02-01,905.04797
CNY,2022-02-01,7.17059
COP,2022-02-01,4423.227639
CRC,2022-02-01,723.27708
CUC,2022-02-01,1.12727
CUP,2022-02-01,29.872659
CVE,2022-02-01,110.895181
CZK,2022-02-01,24.276912
DJF,2022-02-01,200.338762
DKK,2022-02-01,7.440323
DOP,2022-02-01,64.987033
DZD,2022-02-01,157.829407
EGP,2022-02-01,17.708296
ERN,2022-02-01,16.909074
ETB,2022-02-01,56.248301
EUR,2022-02-01,1.0
FJD,2022-02-01,2.417036
FKP,2022-02-01,0.820562
GBP,2022-02-01,0.8335429999999999
GEL,2022-02-01,3.427186
GGP,2022-02-01,0.820562
GHS,2022-02-01,7.08488
GIP,2022-02-01,0.820562
GMD,2022-02-01,59.801539
GNF,2022-02-01,10167.976677
GTQ,2022-02-01,8.667124
GYD,2022-02-01,235.875137
HKD,2022-02-01,8.786276
HNL,2022-02-01,27.702622
HRK,2022-02-01,7.530274
HTG,2022-02-01,114.505203
HUF,2022-02-01,355.575267
IDR,2022-02-01,16151.864647
ILS,2022-02-01,3.573908
IMP,2022-02-01,0.820562
INR,2022-02-01,84.258088
IQD,2022-02-01,1646.941664
IRR,2022-02-01,47655.344239
ISK,2022-02-01,143.603141
JEP,2022-02-01,0.8205629999999999
JMD,2022-02-01,175.856741
JOD,2022-02-01,0.7993049999999999
JPY,2022-02-01,129.342413
KES,2022-02-01,128.057315
KGS,2022-02-01,95.58845
KHR,2022-02-01,4582.353145
KMF,2022-02-01,493.687827
KPW,2022-02-01,1014.543297
KRW,2022-02-01,1355.598914
KWD,2022-02-01,0.34105599999999997
KYD,2022-02-01,0.9395
KZT,2022-02-01,489.411303
LAK,2022-02-01,12788.879822
LBP,2022-02-01,1705.008279
LKR,2022-02-01,228.30463
LRD,2022-02-01,172.078062
LSL,2022-02-01,17.224977
LTL,2022-02-01,3.328536
LVL,2022-02-01,0.681874
LYD,2022-02-01,5.191037
MAD,2022-02-01,10.611839
MDL,2022-02-01,20.315815
MGA,2022-02-01,4514.716601
MKD,2022-02-01,61.631101
MMK,2022-02-01,2004.571027
MNT,2022-02-01,3222.674987
MOP,2022-02-01,9.052765
MRO,2022-02-01,402.435244
MUR,2022-02-01,49.267044
MVR,2022-02-01,17.416244
MWK,2022-02-01,921.545978
MXN,2022-02-01,23.163344
MYR,2022-02-01,4.718188
MZN,2022-02-01,71.953593
NAD,2022-02-01,17.225164
NGN,2022-02-01,467.546585
NIO,2022-02-01,39.962138
NOK,2022-02-01,9.958051
NPR,2022-02-01,134.847371
NZD,2022-02-01,1.698706
OMR,2022-02-01,0.434008
PAB,2022-02-01,1.12742
PEN,2022-02-01,4.378327
PGK,2022-02-01,3.9623559999999998
PHP,2022-02-01,57.671518
PKR,2022-02-01,198.907074
PLN,2022-02-01,4.5705729999999996
PYG,2022-02-01,7979.150337
QAR,2022-02-01,4.104389
RON,2022-02-01,4.946349
RSD,2022-02-01,117.57467
RUB,2022-02-01,86.491606
RWF,2022-02-01,1145.306455
SAR,2022-02-01,4.229045
SBD,2022-02-01,9.138831
SCR,2022-02-01,16.402293
SDG,2022-02-01,497.126091
SEK,2022-02-01,10.432220000000001
SGD,2022-02-01,1.520124
SHP,2022-02-01,1.5527039999999999
SLL,2022-02-01,12907.242835
SOS,2022-02-01,659.452716
SRD,2022-02-01,23.53684
STD,2022-02-01,23332.215805
SVC,2022-02-01,9.865051
SYP,2022-02-01,2831.702321
SZL,2022-02-01,17.22456
THB,2022-02-01,37.412402
TJS,2022-02-01,12.734075
TMT,2022-02-01,4.249808
TND,2022-02-01,3.248794
TOP,2022-02-01,2.556593
TRY,2022-02-01,15.079377
TTD,2022-02-01,7.640414
TWD,2022-02-01,31.290426
TZS,2022-02-01,2606.248642
UAH,2022-02-01,32.007101
UGX,2022-02-01,3942.620165
USD,2022-02-01,1.12727
UYU,2022-02-01,49.533279
UZS,2022-02-01,12191.426633
VEF,2022-02-01,241044423185.7503
VND,2022-02-01,25532.668514
VUV,2022-02-01,128.13839
